user_id,event_type,device_id,ip_address,timestamp,amount
u_1006,transaction,d_601,10.0.100.4,2024-01-15T01:30:00Z,50000.00
u_1006,login_fail,d_601,10.0.100.5,2024-01-15T02:00:00Z,
u_1006,login_fail,d_601,10.0.100.6,2024-01-15T02:30:00Z,
u_1006,transaction,d_601,10.0.100.6,2024-01-15T03:00:00Z,75000.00
u_1006,login,d_601,10.0.100.7,2024-01-15T04:00:00Z,
u_1006,transaction,d_601,10.0.100.7,2024-01-15T04:30:00Z,12000.00
u_1006,login_fail,d_601,10.0.100.8,2024-01-15T05:00:00Z,
u_1006,transaction,d_601,10.0.100.8,2024-01-15T05:30:00Z,88000.00
u_1006,login,d_601,10.0.100.5,2024-01-15T06:00:00Z,
u_1006,transaction,d_601,10.0.100.3,2024-01-15T06:30:00Z,95000.00
u_1006,login_fail,d_601,10.0.100.1,2024-01-15T07:00:00Z,
u_1006,login_fail,d_601,10.0.100.2,2024-01-15T07:30:00Z,
u_1006,transaction,d_601,10.0.100.4,2024-01-15T08:00:00Z,62000.00
u_1006,transaction,d_601,10.0.100.7,2024-01-15T09:00:00Z,150000.00
u_1006,transaction,d_601,10.0.100.8,2024-01-15T10:00:00Z,72000.00
u_1007,register,d_601,10.0.200.1,2024-01-15T01:00:00Z,
u_1007,login,d_601,10.0.200.1,2024-01-15T01:05:00Z,
u_1007,login_fail,d_601,10.0.200.2,2024-01-15T01:30:00Z,
u_1007,login_fail,d_601,10.0.200.3,2024-01-15T02:00:00Z,
u_1007,login_fail,d_601,10.0.200.4,2024-01-15T02:30:00Z,
u_1007,login,d_601,10.0.200.5,2024-01-15T03:00:00Z,
u_1007,transaction,d_601,10.0.200.5,2024-01-15T03:30:00Z,45000.00
u_1007,login_fail,d_601,10.0.200.6,2024-01-15T04:00:00Z,
u_1007,transaction,d_601,10.0.200.6,2024-01-15T04:30:00Z,98000.00
u_1007,login,d_601,10.0.200.7,2024-01-15T05:00:00Z,
u_1007,transaction,d_601,10.0.200.7,2024-01-15T05:30:00Z,135000.00
u_1007,login_fail,d_601,10.0.200.8,2024-01-15T06:00:00Z,
u_1007,login_fail,d_601,10.0.200.1,2024-01-15T06:30:00Z,
u_1007,transaction,d_601,10.0.200.2,2024-01-15T07:00:00Z,82000.00
u_1007,login,d_601,10.0.200.3,2024-01-15T07:30:00Z,
u_1007,transaction,d_601,10.0.200.4,2024-01-15T08:00:00Z,67000.00
u_1007,login_fail,d_601,10.0.200.5,2024-01-15T08:30:00Z,
u_1007,transaction,d_601,10.0.200.6,2024-01-15T09:00:00Z,200000.00
u_1007,login_fail,d_601,10.0.200.7,2024-01-15T09:30:00Z,
u_1007,login_fail,d_601,10.0.200.8,2024-01-15T10:00:00Z,
u_1008,register,d_602,10.0.50.1,2024-01-15T08:00:00Z,
u_1008,login,d_602,10.0.50.1,2024-01-15T08:05:00Z,
u_1008,transaction,d_602,10.0.50.1,2024-01-15T09:00:00Z,50000.00
u_1008,login,d_602,10.0.50.1,2024-01-15T12:00:00Z,
u_1008,transaction,d_602,10.0.50.1,2024-01-15T13:00:00Z,120000.00
u_1008,login,d_602,10.0.50.1,2024-01-15T16:00:00Z,
u_1008,transaction,d_602,10.0.50.1,2024-01-15T17:00:00Z,300000.00
u_1008,login,d_602,10.0.50.1,2024-01-16T09:00:00Z,
u_1008,transaction,d_602,10.0.50.1,2024-01-16T10:00:00Z,80000.00
u_1008,login,d_602,10.0.50.1,2024-01-16T14:00:00Z,
u_1008,transaction,d_602,10.0.50.1,2024-01-16T15:00:00Z,250000.00
u_1008,login,d_602,10.0.50.1,2024-01-16T18:00:00Z,
u_1009,register,d_603,10.0.60.1,2024-01-15T00:00:00Z,
u_1009,login_fail,d_603,10.0.60.1,2024-01-15T00:01:00Z,
u_1009,login_fail,d_603,10.0.60.1,2024-01-15T00:02:00Z,
u_1009,login_fail,d_603,10.0.60.1,2024-01-15T00:03:00Z,
u_1009,login,d_603,10.0.60.1,2024-01-15T00:30:00Z,
u_1009,login_fail,d_603,10.0.60.2,2024-01-15T00:31:00Z,
u_1009,login_fail,d_603,10.0.60.2,2024-01-15T00:32:00Z,
u_1009,login_fail,d_603,10.0.60.2,2024-01-15T00:33:00Z,
u_1009,login_fail,d_603,10.0.60.1,2024-01-15T01:00:00Z,
u_1009,login_fail,d_603,10.0.60.1,2024-01-15T01:01:00Z,
u_1009,login_fail,d_603,10.0.60.1,2024-01-15T01:02:00Z,
u_1009,login,d_603,10.0.60.2,2024-01-15T21:00:00Z,
u_1010,register,d_604,10.0.70.1,2024-01-15T08:00:00Z,
u_1010,login,d_604,10.0.70.1,2024-01-15T08:05:00Z,
u_1010,transaction,d_604,10.0.70.1,2024-01-15T09:00:00Z,1200.00
u_1010,login_fail,d_604,10.0.70.2,2024-01-15T11:00:00Z,
u_1010,login,d_604,10.0.70.2,2024-01-15T11:01:00Z,
u_1010,transaction,d_604,10.0.70.2,2024-01-15T14:00:00Z,2500.00
u_1010,login,d_604,10.0.70.2,2024-01-15T16:00:00Z,
u_1010,transaction,d_604,10.0.70.2,2024-01-15T18:00:00Z,800.00
u_1011,register,d_604,10.0.71.1,2024-01-15T09:00:00Z,
u_1011,login,d_604,10.0.71.1,2024-01-15T09:05:00Z,
u_1011,transaction,d_604,10.0.71.1,2024-01-15T10:00:00Z,500.00
u_1011,login_fail,d_604,10.0.71.2,2024-01-15T12:00:00Z,
u_1011,login,d_604,10.0.71.2,2024-01-15T12:01:00Z,
u_1011,transaction,d_604,10.0.71.2,2024-01-15T14:00:00Z,3000.00
u_1011,login_fail,d_604,10.0.71.2,2024-01-15T16:00:00Z,
u_1011,login,d_604,10.0.71.2,2024-01-15T16:01:00Z,
u_1012,register,d_604,10.0.72.1,2024-01-15T10:00:00Z,
u_1012,login,d_604,10.0.72.1,2024-01-15T10:05:00Z,
u_1012,transaction,d_604,10.0.72.1,2024-01-15T11:00:00Z,1800.00
u_1012,login,d_604,10.0.72.2,2024-01-15T13:00:00Z,
u_1012,transaction,d_604,10.0.72.2,2024-01-15T14:00:00Z,2200.00
u_1012,login_fail,d_604,10.0.72.2,2024-01-15T16:00:00Z,
u_1012,login,d_604,10.0.72.2,2024-01-15T16:01:00Z,
u_1012,transaction,d_604,10.0.72.2,2024-01-15T18:00:00Z,1500.00
u_1013,register,d_605,10.0.80.1,2024-01-15T08:00:00Z,
u_1013,login,d_605,10.0.80.1,2024-01-15T08:05:00Z,
u_1013,transaction,d_605,10.0.80.1,2024-01-15T09:00:00Z,300.00
u_1013,login,d_606,10.0.90.1,2024-01-15T12:00:00Z,
u_1013,login_fail,d_606,10.0.90.1,2024-01-15T12:01:00Z,
u_1013,login_fail,d_606,10.0.90.2,2024-01-15T12:02:00Z,
u_1013,login,d_606,10.0.90.2,2024-01-15T12:03:00Z,
u_1013,transaction,d_606,10.0.90.2,2024-01-15T13:00:00Z,50000.00
u_1013,login,d_606,10.0.90.3,2024-01-15T15:00:00Z,
u_1013,transaction,d_606,10.0.90.3,2024-01-15T16:00:00Z,80000.00
u_1014,register,d_607,10.0.100.1,2024-01-15T08:00:00Z,
u_1014,login,d_607,10.0.100.1,2024-01-15T08:05:00Z,
u_1014,login,d_607,10.0.100.1,2024-01-15T10:00:00Z,
u_1014,login,d_607,10.0.100.1,2024-01-15T12:00:00Z,
u_1014,transaction,d_607,10.0.100.1,2024-01-15T12:30:00Z,200.00
u_1014,login,d_607,10.0.100.1,2024-01-15T15:00:00Z,
u_1014,transaction,d_607,10.0.100.1,2024-01-15T15:30:00Z,350.00
u_1014,login,d_607,10.0.100.1,2024-01-15T18:00:00Z,
u_1014,transaction,d_607,10.0.100.1,2024-01-15T19:00:00Z,150.00
u_1014,login,d_607,10.0.100.1,2024-01-15T21:00:00Z,
